"periodo","estu_tipodocumento","estu_consecutivo","cole_area_ubicacion","cole_bilingue","cole_calendario","cole_caracter","cole_cod_dane_establecimiento","cole_cod_dane_sede","cole_cod_depto_ubicacion","cole_cod_mcpio_ubicacion","cole_codigo_icfes","cole_depto_ubicacion","cole_genero","cole_jornada","cole_mcpio_ubicacion","cole_naturaleza","cole_nombre_establecimiento","cole_nombre_sede","cole_sede_principal","estu_cod_depto_presentacion","estu_cod_mcpio_presentacion","estu_cod_reside_depto","estu_cod_reside_mcpio","estu_depto_presentacion","estu_depto_reside","estu_estadoinvestigacion","estu_estudiante","estu_fechanacimiento","estu_genero","estu_mcpio_presentacion","estu_mcpio_reside","estu_nacionalidad","estu_pais_reside","estu_privado_libertad","fami_cuartoshogar","fami_educacionmadre","fami_educacionpadre","fami_estratovivienda","fami_personashogar","fami_tieneautomovil","fami_tienecomputador","fami_tieneinternet","fami_tienelavadora","desemp_ingles","punt_ingles","punt_matematicas","punt_sociales_ciudadanas","punt_c_naturales","punt_lectura_critica","punt_global"
"20112","CC","SB11201120237223","RURAL","N","A","TÉCNICO","219455000370","219455000370","19","19455","043448","CAUCA","MIXTO","MAÑANA","MIRANDA","OFICIAL","INSTITUCION EDUCATIVA TECNICO EL ORTIGAL","COMERCIAL EL ORTIGAL (sede principal)","S","76","76520","19","19455","VALLE","CAUCA","PUBLICAR","ESTUDIANTE","05/06/1993","F","PALMIRA","MIRANDA","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A1","45","41","","","",""
"20162","TI","SB11201620583803","URBANO","N","A","ACADÉMICO","119001000052","119001000052","19","19001","007047","CAUCA","FEMENINO","COMPLETA","POPAYAN","OFICIAL","NUESTRA SEÑORA DEL CARMEN","SEDE NUESTRA SEÑORA DEL CARMEN","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","02/04/1999","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","Estrato 3","Cuatro","No","Si","Si","Si","A1","54","58","51","56","56","276"
"20194","TI","SB11201940329778","RURAL","N","A","TÉCNICO","219075000041","219075000041","19","19075","153981","CAUCA","MIXTO","MAÑANA","BALBOA","OFICIAL","I.E. OLAYA (ANTES C.E. OLAYA)","OLAYA (sede principal)","S","19","19532","19","19075","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/01/2003","F","PATÍA","BALBOA","COLOMBIA","COLOMBIA","N","Cuatro","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 1","7 a 8","Si","Si","Si","No","A-","46","36","42","37","41","198"
"20194","TI","SB11201940329778","RURAL","N","A","TÉCNICO","219075000041","219075000041","19","19075","153981","CAUCA","MIXTO","MAÑANA","BALBOA","OFICIAL","I.E. OLAYA (ANTES C.E. OLAYA)","OLAYA (sede principal)","S","19","19532","19","19075","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/01/2003","F","PATÍA","BALBOA","COLOMBIA","COLOMBIA","N","Cuatro","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 1","7 a 8","Si","Si","Si","No","A-","46","36","42","37","41","198"
"20112","CC","SB11201120427283","URBANO","N","A","ACADÉMICO","119100001214","119100001214","19","19100","007211","CAUCA","MIXTO","MAÑANA","BOLÍVAR","OFICIAL","INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ","MARCO FIDEL SUAREZ (sede principal)","S","19","19100","19","19100","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/03/1990","M","BOLÍVAR","BOLÍVAR","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Secundaria (Bachillerato) completa","Estrato 1","Tres","No","No","No","No","A-","36","38","","","",""
"20194","TI","SB11201940313710","RURAL","N","A","TÉCNICO","119532002033","119532002033","19","19532","050658","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. CAPITÁN BERMÚDEZ","CAPITÁN BERMÚDEZ (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/10/2002","M","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","","Técnica o tecnológica completa","Educación profesional completa","Estrato 1","","","","No","","A1","50","64","49","55","56","278"
"20194","TI","SB11201940313710","RURAL","N","A","TÉCNICO","119532002033","119532002033","19","19532","050658","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. CAPITÁN BERMÚDEZ","CAPITÁN BERMÚDEZ (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/10/2002","M","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","","Técnica o tecnológica completa","Educación profesional completa","Estrato 1","","","","No","","A1","50","64","49","55","56","278"
"20194","TI","SB11201940269543","URBANO","N","A","ACADÉMICO","119001004929","119001004929","19","19001","173294","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","INSTITUCION EDUCATIVA BICENTENARIO","I.E. BICENTENARIO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/06/2003","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Seis o mas","Primaria completa","Primaria incompleta","Estrato 2","7 a 8","No","Si","Si","Si","A2","59","47","43","38","52","230"
"20194","TI","SB11201940269543","URBANO","N","A","ACADÉMICO","119001004929","119001004929","19","19001","173294","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","INSTITUCION EDUCATIVA BICENTENARIO","I.E. BICENTENARIO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/06/2003","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Seis o mas","Primaria completa","Primaria incompleta","Estrato 2","7 a 8","No","Si","Si","Si","A2","59","47","43","38","52","230"
"20162","TI","SB11201620105808","URBANO","N","A","ACADÉMICO","119001000486","119001000486","19","19001","019281","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA GABRIELA MISTRAL","SEDE GABRIELA MISTRAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","14/02/2001","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica completa","Técnica o tecnológica completa","Estrato 1","Seis","No","Si","No","Si","A1","53","53","54","51","57","269"
"20142","CC","SB11201420400767","RURAL","N","A","ACADÉMICO","119075000020","119075000020","19","19075","028399","CAUCA","MIXTO","MAÑANA","BALBOA","OFICIAL","I.E. VASCO NUÑEZ DE BALBOA","I.E. VASCO NUÑEZ DE BALBOA - SEDE PRINCIPAL","S","19","19075","19","19075","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/11/1994","F","BALBOA","BALBOA","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Cuatro","No","No","No","No","A-","42","50","39","45","44","222"
"20112","TI","SB11201120431697","RURAL","N","A","TÉCNICO","219821000663","219821000663","19","19821","050740","CAUCA","MIXTO","MAÑANA","TORIBÍO","OFICIAL","I.E.A. INDIGENA QUINTIN LAME","I.E.A. INDIGENA QUINTIN LAME - SEDE PRINCIPAL","S","19","19698","19","19821","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","07/10/1994","M","SANTANDER DE QUILICHAO","TORIBÍO","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","Cinco","No","No","No","No","A1","47","39","","","",""
"20194","TI","SB11201940015266","URBANO","N","A","ACADÉMICO","119455000111","119455000111","19","19455","007377","CAUCA","MIXTO","MAÑANA","MIRANDA","OFICIAL","INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ","LEOPOLDO PIZARRO GONZALEZ (sede principal)","S","19","19455","19","19455","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/07/2002","F","MIRANDA","MIRANDA","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria incompleta","Estrato 1","3 a 4","No","No","No","Si","A1","49","59","33","55","59","257"
"20194","TI","SB11201940015266","URBANO","N","A","ACADÉMICO","119455000111","119455000111","19","19455","007377","CAUCA","MIXTO","MAÑANA","MIRANDA","OFICIAL","INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ","LEOPOLDO PIZARRO GONZALEZ (sede principal)","S","19","19455","19","19455","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/07/2002","F","MIRANDA","MIRANDA","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria incompleta","Estrato 1","3 a 4","No","No","No","Si","A1","49","59","33","55","59","257"
"20112","TI","SB11201120427281","URBANO","N","A","ACADÉMICO","119100001214","119100001214","19","19100","007211","CAUCA","MIXTO","MAÑANA","BOLÍVAR","OFICIAL","INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ","MARCO FIDEL SUAREZ (sede principal)","S","19","19100","19","19100","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","08/03/1994","F","BOLÍVAR","BOLÍVAR","COLOMBIA","COLOMBIA","N","Siete","Primaria incompleta","Primaria incompleta","Estrato 1","Doce o más","No","No","No","No","A-","39","49","","","",""
"20142","TI","SB11201420572905","URBANO","S","A","NO APLICA","319001003310","319001003310","19","19001","084525","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","INSTITUTO MIXTO BILINGÜE PABLO VI","INSTITUTO MIXTO BILINGÜE PABLO VI","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","24/01/1996","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 3","Seis","No","Si","Si","No","A1","49","50","47","35","52","231"
"20122","CC","SB11201220563957","URBANO","N","A","ACADÉMICO","119573000774","119573000774","19","19573","116954","CAUCA","MIXTO","MAÑANA","PUERTO TEJADA","OFICIAL","I.E. ANA SILENA ARROYAVE","ANA SILENA ARROYAVE (sede principal)","S","19","19573","19","19573","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/07/1993","F","PUERTO TEJADA","PUERTO TEJADA","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Primaria completa","Estrato 1","Cinco","No","No","No","No","A-","37","49","","","",""
"20162","TI","SB11201620512677","URBANO","","A","","319455000731","319455000731","19","19455","190694","CAUCA","MIXTO","SABATINA","MIRANDA","NO OFICIAL","CENTRO DE ESTUDIOS INTEGRADO MIRANDA","CENTRO DE ESTUDIOS INTEGRADO MIRANDA - SEDE PRINCIPAL","S","19","19455","19","19455","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","13/09/1998","M","MIRANDA","MIRANDA","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria completa","Estrato 2","Cuatro","Si","No","No","Si","A1","56","57","42","50","56","258"
"20142","TI","SB11201420233041","RURAL","","A","ACADÉMICO","219821000094","219821000094","19","19821","170738","CAUCA","MIXTO","COMPLETA","TORIBIO","OFICIAL","I.E. NATALA","I.E. NATALA - SEDE PRINCIPAL","S","19","19698","19","19821","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/04/1996","M","SANTANDER DE QUILICHAO","TORIBÍO","COLOMBIA","COLOMBIA","N","Cinco","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","47","42","64","43","52","250"
"20151","TI","SB11201510032156","URBANO","","B","ACADÉMICO","319001001201","319001001201","19","19001","131581","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","COL MIXTO SINTRAFEC","COL MIXTO SINTRAFEC","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","05/08/1997","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Estrato 2","Cuatro","No","No","No","No","A2","61","57","62","49","55","281"
"20142","TI","SB11201420002087","URBANO","","A","TÉCNICO","119809001285","119809001285","19","19809","128520","CAUCA","MIXTO","MAÑANA","TIMBIQUI","OFICIAL","INSTITUCION EDUCATIVA COMERCIAL SANTA CLARA DE ASIS","SANTA CLARA DE ASIS (sede principal)","S","19","19809","19","19809","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/05/1998","F","TIMBIQUÍ","TIMBIQUÍ","COLOMBIA","COLOMBIA","N","Tres","Primaria completa","Primaria completa","Estrato 1","Cinco","No","No","No","No","A-","47","56","46","45","52","248"
"20162","TI","SB11201620338736","URBANO","N","A","TÉCNICO","119001000265","119001000265","19","19001","007112","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA TECNICO INDUSTRIAL","SEDE INSTITUTO TECNICO INDUSTRIAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/01/2000","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Educación profesional completa","Educación profesional completa","Estrato 3","Dos","No","Si","Si","Si","A1","55","56","61","57","68","300"
"20122","CC","SB11201220425153","URBANO","","A","NO APLICA","376001040399","376001040399","76","76001","144360","VALLE","MIXTO","MAÑANA","CALI","NO OFICIAL","INSTITUTO NACIONAL EBENEZER","INSTITUTO NACIONAL EBENEZER","S","19","19001","19","19824","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","23/11/1964","M","POPAYÁN","TOTORÓ","COLOMBIA","COLOMBIA","N","Cuatro","Primaria incompleta","Secundaria (Bachillerato) incompleta","Estrato 1","Tres","No","Si","No","No","A-","39","42","","","",""
"20194","TI","SB11201940510757","URBANO","","A","","319001005011","319001005011","19","19001","698787","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COLEGIO RISAS Y SUEÑOS","CENTRO EDUCATIVO INTEGRAL DEL NORTE - CEIN","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/05/2003","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional incompleta","Técnica o tecnológica completa","Estrato 4","5 a 6","No","Si","Si","Si","B1","71","60","49","53","60","283"
"20194","TI","SB11201940510757","URBANO","","A","","319001005011","319001005011","19","19001","698787","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COLEGIO RISAS Y SUEÑOS","CENTRO EDUCATIVO INTEGRAL DEL NORTE - CEIN","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/05/2003","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional incompleta","Técnica o tecnológica completa","Estrato 4","5 a 6","No","Si","Si","Si","B1","71","60","49","53","60","283"
"20152","TI","SB11201520160219","URBANO","","A","TÉCNICO","119622000226","119622000226","19","19622","134676","CAUCA","MIXTO","MAÑANA","ROSAS","OFICIAL","INSTITUCION EDUCATIVA MADRE CARIDAD BRADER","COLEGIO MADRE CARIDAD BRADER","S","19","19001","19","19622","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","27/04/1999","F","POPAYÁN","ROSAS","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Primaria incompleta","Estrato 1","Tres","No","No","No","Si","A-","38","45","48","43","43","221"
"20112","TI","SB11201120500413","URBANO","","OTRO","ACADÉMICO","319001004669","319001004669","19","19001","135301","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO","COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/01/1995","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Tres","No","Si","No","Si","A-","39","52","","","",""
"20152","TI","SB11201520256620","RURAL","","A","ACADÉMICO","219693000019","219693000019","19","19693","138883","CAUCA","MIXTO","COMPLETA","SAN SEBASTIAN","OFICIAL","I.E. TÉCNICA EN SISTEMAS SANTIAGO","I.E. SANTIAGO (ESCUELA  INTEGRADO)  SANTIAGO - SEDE PRINCIPAL","S","19","19693","19","19693","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","20/03/1999","F","SAN SEBASTIÁN","SAN SEBASTIÁN","COLOMBIA","COLOMBIA","N","Dos","Primaria incompleta","Primaria completa","Estrato 1","Cinco","No","No","No","No","A1","52","46","54","53","49","253"
"20122","TI","SB11201220589685","RURAL","N","A","TÉCNICO","219548000370","219548000370","19","19548","007401","CAUCA","MIXTO","MAÑANA","PIENDAMÓ - TUNÍA","OFICIAL","INSTITUCION EDUCATIVA TECNICO TUNIA","TUNIA (sede principal)","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","23/11/1994","M","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Tres","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","42","52","","","",""
"20102","TI","SB11201020568730","URBANO","","A","ACADÉMICO","319001003514","319001003514","19","19001","609776","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","LICEO DE OCCIDENTE","LICEO DE OCCIDENTE - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/03/1994","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Educación profesional incompleta","Estrato 3","Cuatro","No","Si","No","No","A1","59.21","66.17","","","",""
"20132","TI","SB11201320531540","URBANO","S","A","ACADÉMICO","119573000207","119573000207","19","19573","007427","CAUCA","MIXTO","MAÑANA","PUERTO TEJADA","OFICIAL","I.E. FIDELINA ECHEVERRY","FIDELINA ECHEVERRY (sede principal)","S","19","19573","19","19845","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/08/1997","F","PUERTO TEJADA","VILLA RICA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","No","No","Si","A1","48","34","","","",""
"20112","TI","SB11201120430707","URBANO","S","A","ACADÉMICO","119573000207","119573000207","19","19573","041533","CAUCA","MIXTO","TARDE","PUERTO TEJADA","OFICIAL","I.E. FIDELINA ECHEVERRY","FIDELINA ECHEVERRY (sede principal)","S","19","19573","19","19845","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/07/1994","M","PUERTO TEJADA","VILLA RICA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","Estrato 1","Seis","No","No","No","No","A-","39","32","","","",""
"20121","TI","SB11201210081229","URBANO","N","B","ACADÉMICO","319001000051","319001000051","19","19001","118802","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","COL TECNICO COMFACAUCA","COLTECNICO COMFACAUCA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","25/12/1995","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cuatro","No","Si","Si","No","A1","43","57","","","",""
"20142","TI","SB11201420579468","URBANO","","A","ACADÉMICO","119001002845","119001002845","19","19001","129296","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCION EDUCATIVA EL MIRADOR","SEDE EL MIRADOR","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","20/09/1997","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cinco","Primaria incompleta","Primaria incompleta","Estrato 1","Doce o más","No","No","No","No","A1","54","56","52","49","45","254"
"20142","TI","SB11201420377105","URBANO","N","A","TÉCNICO","119001001113","119001001113","19","19001","048488","CAUCA","MASCULINO","COMPLETA","POPAYAN","OFICIAL","DON BOSCO","SEDE DON BOSCO","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","23/01/1998","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 3","Seis","No","Si","No","No","A1","56","63","49","63","55","287"
"20112","TI","SB11201120431266","URBANO","N","A","TÉCNICO","119698000101","119698000101","19","19698","007484","CAUCA","MIXTO","MAÑANA","SANTANDER DE QUILICHAO","OFICIAL","INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO","INSTITUTO TECNICO DE SANTANDER DE QUILICHAO (sede principal)","S","19","19698","19","19698","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/11/1995","M","SANTANDER DE QUILICHAO","SANTANDER DE QUILICHAO","COLOMBIA","COLOMBIA","N","Dos","Secundaria (Bachillerato) incompleta","Ninguno","Estrato 1","Cinco","No","No","No","No","A1","49","64","","","",""
"20122","TI","SB11201220499758","URBANO","N","A","TÉCNICO","219698001587","219698001587","19","19845","115931","CAUCA","MIXTO","TARDE","VILLA RICA","OFICIAL","INST EDUC TEC CCIAL SIMON BOLIVAR  ANTES INST EDUC SIMON BOLIVAR","SIMON BOLIVAR (sede principal)","S","19","19698","19","19845","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","09/07/1994","M","SANTANDER DE QUILICHAO","VILLA RICA","COLOMBIA","COLOMBIA","N","Dos","Primaria completa","Primaria completa","Estrato 1","Tres","No","No","No","No","A-","26","42","","","",""
"20161","TI","SB11201610012839","URBANO","N","B","ACADÉMICO","319001000051","319001000051","19","19001","118802","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","COL TECNICO COMFACAUCA","COLTECNICO COMFACAUCA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","07/08/1999","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Educación profesional completa","Educación profesional completa","Estrato 3","Cuatro","Si","Si","Si","Si","A2","67","80","68","69","54","338"
"20142","CR","SB11201420563252","URBANO","N","A","TÉCNICO/ACADÉMICO","119001001199","119001001199","19","19001","007096","CAUCA","MIXTO","MAÑANA","POPAYAN","OFICIAL","INSTITUCIÓN EDUCATIVA INEM FCO JOSE DE CALDAS","SEDE INEM","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","28/03/1996","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Uno","Primaria incompleta","Primaria completa","Estrato 1","Seis","No","Si","No","No","A1","49","48","59","50","51","259"
"20141","TI","SB11201410064867","URBANO","N","B","ACADÉMICO","319001002151","319001002151","19","19001","079095","CAUCA","MIXTO","MAÑANA","POPAYAN","NO OFICIAL","COL GUILLERMO LEON VALENCIA","COL GUILLERMO LEON VALENCIA","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","10/11/1997","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 2","Cuatro","Si","Si","Si","Si","A1","50","63","","","",""
"20132","TI","SB11201320381646","URBANO","N","A","ACADÉMICO","319548000820","319548000820","19","19548","093559","CAUCA","MIXTO","SABATINA","PIENDAMÓ - TUNÍA","NO OFICIAL","BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN","BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN","S","19","19548","19","19548","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","17/02/1995","M","PIENDAMÓ - TUNÍA","PIENDAMÓ - TUNÍA","COLOMBIA","COLOMBIA","N","Seis","Primaria incompleta","Primaria incompleta","Estrato 1","Cuatro","No","No","No","No","A-","33","47","","","",""
"20194","TI","SB11201940221988","URBANO","N","A","TÉCNICO","119001000559","119001000559","19","19001","046391","CAUCA","FEMENINO","MAÑANA","POPAYÁN","OFICIAL","CRISTO REY","SEDE CRISTO REY","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/09/2001","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","No","Si","A-","40","47","42","45","45","222"
"20194","TI","SB11201940221988","URBANO","N","A","TÉCNICO","119001000559","119001000559","19","19001","046391","CAUCA","FEMENINO","MAÑANA","POPAYÁN","OFICIAL","CRISTO REY","SEDE CRISTO REY","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","19/09/2001","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","Estrato 2","3 a 4","No","Si","No","Si","A-","40","47","42","45","45","222"
"20102","TI","SB11201020435829","URBANO","N","A","ACADÉMICO","119532000529","119532000529","19","19532","053256","CAUCA","MIXTO","MAÑANA","PATÍA","OFICIAL","I.E. BACHILLERATO PATIA","PATIA (sede principal)","S","19","19532","19","19532","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","18/01/1994","F","PATÍA","PATÍA","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Estrato 1","Cinco","No","No","No","No","A-","44.93","48.17","","","",""
"20132","TI","SB11201320320161","URBANO","N","A","ACADÉMICO","319001003379","319001003379","19","19001","100388","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","LICEO BELLO HORIZONTE","LICEO BELLO HORIZONTE","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","03/03/1997","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Cuatro","Primaria completa","Primaria completa","Estrato 2","Cinco","No","Si","Si","No","A-","37","49","","","",""
"20152","CC","SB11201520306284","URBANO","","A","ACADÉMICO","319001004677","319001004677","19","19001","131599","CAUCA","MIXTO","TARDE","POPAYAN","NO OFICIAL","COLEGIO INSTITUTO  BOLIVARIANO","COLEGIO INSTITUTO  BOLIVARIANO - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","15/09/1994","F","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Uno","Primaria incompleta","Primaria incompleta","Estrato 1","Tres","No","No","No","Si","A1","50","42","44","44","49","226"
"20132","TI","SB11201320303516","URBANO","N","A","ACADÉMICO","319001002747","319001002747","19","19001","109744","CAUCA","MIXTO","MAÑANA","POPAYÁN","NO OFICIAL","INST ACAD ARTISTICO DEL CAUCA INCA","INST ACAD ARTISTICO DEL CAUCA INCA - SEDE PRINCIPAL","S","19","19001","19","19001","CAUCA","CAUCA","PUBLICAR","ESTUDIANTE","04/06/1996","M","POPAYÁN","POPAYÁN","COLOMBIA","COLOMBIA","N","Tres","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","Estrato 3","Cuatro","No","Si","No","Si","A-","29","49","","","",""
